,frame_id,coord,tracklet_id
1435,311,[884.91510849 234.55273673],10
1436,311,[129.55704227 384.07476296],17
1437,311,[409.18207281 292.47681454],23
1438,312,[670.66723215 456.67541077],5
1439,312,[568.94065647 184.86166328],3
1440,312,[884.74350544 234.34325961],10
1441,312,[129.83888531 385.01211767],17
1442,312,[413.78976078 285.21257724],23
1443,313,[670.44185085 457.28946168],5
1444,313,[577.15778583 182.0079473 ],3
1445,313,[884.7463686  236.05508318],10
1446,313,[131.31340856 385.77218817],17
1447,313,[412.53063334 286.99911313],23
1448,314,[671.30138181 457.69259235],5
1449,314,[582.4768692  185.01785178],3
1450,314,[884.0302535  235.88776612],10
1451,314,[132.52341989 386.2885371 ],17
1452,314,[414.06945766 290.10498859],23
1453,315,[672.09073966 458.34806894],5
1454,315,[583.36416366 188.30124944],3
1455,315,[882.31415699 236.008386  ],10
1456,315,[134.37479423 386.50741649],17
1457,315,[417.49095853 287.32024486],23
1458,316,[672.58060685 458.73831948],5
1459,316,[585.57181965 189.68086719],3
1460,316,[879.60651083 236.45066002],10
1461,316,[135.79298543 386.95392928],17
1462,316,[417.63134645 286.2041886 ],23
1463,317,[672.78401293 458.90609288],5
1464,317,[584.2586126  183.24330006],3
1465,317,[877.19291273 235.98508494],10
1466,317,[136.8539997  387.10338581],17
1467,317,[414.31164885 287.38974693],23
1468,318,[672.85389353 459.16972708],5
1469,318,[574.34146422 182.01807878],3
1470,318,[872.57812014 234.2105062 ],10
1471,318,[137.35893939 386.81181059],17
1472,318,[412.54964134 290.35496785],23
1473,319,[671.62677263 460.24197719],5
1474,319,[568.78563785 194.49794501],3
1475,319,[861.26710288 224.0916893 ],10
1476,319,[136.82241836 387.45952864],17
1477,320,[672.47524436 461.5231095 ],5
1478,320,[565.89713528 211.2574053 ],3
1479,320,[849.91109544 220.27896956],10
1480,320,[135.59075068 387.2610261 ],17
1481,321,[672.7482058  461.36087831],5
1482,321,[565.74970139 217.50105318],3
1483,321,[845.24392166 218.85644204],10
1484,321,[136.7497436  388.32459794],17
1485,322,[674.54382376 461.06052007],5
1486,322,[563.90757999 220.08061382],3
1487,322,[845.60458601 218.83900912],10
1488,322,[138.65438054 389.68640978],17
1489,323,[677.09944947 462.75073767],5
1490,323,[562.38620993 225.00566174],3
1491,323,[841.29181921 218.62515192],10
1492,323,[138.46128823 389.65852839],17
1493,323,[495.21153491 237.56592572],23
1494,324,[676.9245102  463.16331547],5
1495,324,[560.33382426 224.47005505],3
1496,324,[832.63168204 213.22302594],10
1497,324,[138.01984926 390.01186942],17
1498,324,[499.24648821 231.27531674],23
1499,325,[678.25819769 461.71736318],5
1500,325,[559.57090839 226.84576369],3
1501,325,[828.26145594 213.01035961],10
1502,325,[138.02077693 389.08007476],17
1503,325,[500.65696951 229.82670217],23
1504,326,[678.44860447 460.61666524],5
1505,326,[559.51481625 226.5632993 ],3
1506,326,[824.85920205 213.03283039],10
1507,326,[138.42010059 389.04896686],17
1508,326,[501.03277689 228.10759858],23
1509,327,[679.00241241 460.09301144],5
1510,327,[558.82990131 225.36551674],3
1511,327,[823.54745127 212.37110272],10
1512,327,[138.48189043 388.93678012],17
1513,327,[500.44741511 228.15012037],23
1514,328,[679.32172868 459.95610406],5
1515,328,[558.49502745 226.57940865],3
1516,328,[822.77869802 212.60309013],10
1517,328,[138.15513084 389.05911689],17
1518,328,[500.18730019 228.73565254],23
1519,329,[680.56220291 459.52091975],5
1520,329,[558.20290467 226.84130412],3
1521,329,[822.77011788 214.53730355],10
1522,329,[137.96380782 389.51321082],17
1523,329,[500.63297061 228.49444681],23
1524,330,[681.02774208 459.50307349],5
1525,330,[557.8635991  227.22538331],3
1526,330,[822.89722188 216.33283677],10
1527,330,[138.12856181 390.00933352],17
1528,331,[681.39604686 459.89333668],5
1529,331,[557.78421274 226.86381705],3
1530,331,[824.3996803  216.95056662],10
1531,331,[138.18419344 390.3950794 ],17
1532,332,[681.78801364 461.16781599],5
1533,332,[556.99173548 226.68420746],3
1534,332,[824.54879074 216.16352448],10
1535,332,[138.72067303 390.59936493],17
1536,332,[502.36823343 230.9901814 ],23
1537,333,[681.80512385 461.81823216],5
1538,333,[556.55051765 226.89899931],3
1539,333,[825.12288254 215.61251769],10
1540,333,[138.77164023 390.80842803],17
1541,333,[502.63349292 231.21716389],23
1542,334,[681.59309177 462.09682742],5
1543,334,[557.05464993 228.32335167],3
1544,334,[825.88424117 215.19453079],10
1545,334,[138.39780703 389.62834093],17
1546,334,[501.20252454 231.8084563 ],23
1547,335,[682.16369297 462.32176494],5
1548,335,[556.80843416 227.81296569],3
1549,335,[826.5155201  214.94925862],10
1550,335,[138.74920681 389.56913596],17
1551,335,[499.54967279 231.73330562],23
1552,336,[683.20262197 462.37382393],5
1553,336,[556.7482082  224.92436328],3
1554,336,[826.75448891 214.78693356],10
1555,336,[138.67609484 389.75851123],17
1556,336,[499.84129608 230.80830476],23
1557,337,[683.3782182  462.59854891],5
1558,337,[556.77943257 221.5941288 ],3
1559,337,[827.65705645 214.96168198],10
1560,337,[138.18347744 389.64416646],17
1561,337,[499.87293855 230.66264717],23
1562,338,[683.75213491 462.62004834],5
1563,338,[556.80913526 219.96784504],3
1564,338,[826.84445784 214.44911105],10
1565,338,[137.40447399 390.01214082],17
1566,339,[684.01826253 463.11496777],5
1567,339,[556.97719965 219.24868733],3
1568,339,[826.53115838 215.55064512],10
1569,339,[136.5516014  389.34661049],17
1570,340,[684.10663196 463.44012144],5
1571,340,[556.62750323 218.00712921],3
1572,340,[827.08213689 215.06850711],10
1573,340,[136.28640322 388.98798246],17
1574,341,[683.81692847 463.44619198],5
1575,341,[556.64984252 214.98981742],3
1576,341,[826.29331622 209.91038392],10
1577,341,[136.41923589 388.93028731],17
1578,342,[683.90460159 463.17325471],5
1579,342,[556.78557502 212.9586507 ],3
1580,342,[829.79939777 208.15718441],10
1581,342,[135.94786446 388.64218098],17
1582,343,[684.53688839 463.29384894],5
1583,343,[557.33248484 213.25273294],3
1584,343,[829.00293888 210.73969251],10
1585,343,[135.82184836 389.10117794],17
1586,344,[684.35286492 463.29471934],5
1587,344,[557.5434584  214.15022063],3
1588,344,[830.32635399 211.47892882],10
1589,344,[133.95716268 388.61138611],17
1590,345,[683.88395693 463.74060847],5
1591,345,[557.15445728 214.00805969],3
1592,345,[827.2338835  211.34819457],10
1593,345,[131.50505392 389.5240727 ],17
1594,346,[682.69419366 463.72631844],5
1595,346,[556.53244882 213.62240844],3
1596,346,[825.80008362 211.89638796],10
1597,346,[129.31065994 386.89652994],17
1598,347,[682.35763014 463.02041775],5
1599,347,[556.28123396 213.81849844],3
1600,347,[825.88516327 212.03090264],10
1601,347,[130.73115149 373.73477765],17
1602,348,[681.93565809 463.30344197],5
1603,348,[556.38824731 213.76045937],3
1604,348,[825.478067  211.4796584],10
1605,348,[135.36226489 359.20453272],17
1606,349,[681.97107945 463.8528397 ],5
1607,349,[556.5290031  214.11519029],3
1608,349,[826.71216205 209.74101899],10
1609,349,[149.66562979 348.12939918],17
1610,350,[681.27991124 464.03145935],5
1611,350,[556.44760745 213.90478069],3
1612,350,[826.68042992 206.47422885],10
1613,350,[198.05621626 326.32068097],17
1614,351,[681.35516799 463.82521689],5
1615,351,[557.26357818 215.7432526 ],3
1616,351,[826.78410727 208.23730162],10
1617,351,[243.72641738 310.13179229],17
1618,352,[681.60244297 463.5074372 ],5
1619,352,[556.88693673 215.87391357],3
1620,352,[825.24246201 208.55863533],10
1621,352,[296.79096741 306.76429608],17
1622,353,[682.19392308 463.44217487],5
1623,353,[557.02824396 216.79075851],3
1624,353,[825.30072041 207.84810376],10
1625,353,[357.04725817 315.87555258],17
1626,354,[681.13071646 463.98712497],5
1627,354,[556.70631335 215.4553233 ],3
1628,354,[824.71437763 209.24420109],10
1629,354,[399.47869702 323.59804568],17
1630,355,[681.36323463 463.78239862],5
1631,355,[556.47870922 215.73443257],3
1632,355,[824.89128073 209.23160576],10
1633,355,[414.88159942 319.44327849],17
1634,356,[683.17460866 463.35417054],5
1635,356,[555.75267235 216.48705875],3
1636,356,[825.29932551 209.28261516],10
1637,356,[411.80076389 317.90040464],17
1638,357,[684.010668   462.78763972],5
1639,357,[555.17598942 218.15795117],3
1640,357,[825.48911365 210.0036655 ],10
1641,357,[405.14162827 317.17518589],17
1642,358,[684.35509622 462.38665952],5
1643,358,[555.18203112 219.7266032 ],3
1644,358,[825.1331855 209.6875747],10
1645,358,[395.61781576 316.98121109],17
1646,359,[684.09113536 462.34217192],5
1647,359,[555.30554478 219.70764904],3
1648,359,[824.85624837 210.70549526],10
1649,359,[390.65698622 322.54113491],17
1650,360,[684.21198301 462.27169224],5
1651,360,[555.31061603 219.58921686],3
1652,360,[824.50044262 211.07463434],10
1653,360,[388.43160429 324.89986691],17
1654,361,[684.12037885 461.99734539],5
1655,361,[554.54038109 219.5824266 ],3
1656,361,[825.17765    210.08875935],10
1657,361,[387.06495404 325.83324247],17
1658,362,[683.97404914 462.19091621],5
1659,362,[554.08134049 219.9479798 ],3
1660,362,[825.72335939 209.16033348],10
1661,362,[386.13594609 326.47996987],17
1662,363,[683.86689034 462.38669933],5
1663,363,[554.32674793 219.72799162],3
1664,363,[826.14298876 208.20003631],10
1665,363,[385.14838116 327.03416882],17
1666,364,[683.72072316 462.3578097 ],5
1667,364,[553.75888141 217.68365284],3
1668,364,[826.35046999 210.99327451],10
1669,364,[383.41097833 326.77857372],17
1670,364,[522.72206525 159.44667901],23
1671,365,[684.01806265 462.23306268],5
1672,365,[553.29973865 216.81678319],3
1673,365,[826.11233688 212.60667637],10
1674,365,[383.08660491 325.83361739],17
1675,365,[523.84551673 160.13579754],23
1676,366,[683.67978882 462.29825708],5
1677,366,[553.059418   217.30014087],3
1678,366,[825.49964868 213.53190571],10
1679,366,[382.93691697 325.00314021],17
1680,367,[682.98887389 462.4334618 ],5
1681,367,[552.44240856 215.65744442],3
1682,367,[826.36954315 216.33065395],10
1683,367,[382.32562882 325.10802817],17
1684,368,[682.5541872  462.35782448],5
1685,368,[551.98015042 216.03203135],3
1686,368,[826.26279319 217.70140335],10
1687,368,[380.47547844 324.73455885],17
1688,369,[682.4824701  461.74673442],5
1689,369,[552.82675299 217.78577305],3
1690,369,[826.59033003 218.80223611],10
1691,369,[378.46381656 321.65145478],17
1692,370,[682.88932495 461.39089024],5
1693,370,[553.0801381  220.18437594],3
1694,370,[825.57858424 218.49690231],10
1695,370,[376.81355227 322.47839261],17
1696,371,[680.87343596 461.48139904],5
1697,371,[553.04779256 223.96520132],3
1698,371,[827.15844843 210.40185171],10
1699,371,[374.68422635 322.80733534],17
1700,371,[523.74806669 164.7212546 ],23
1701,372,[679.87565603 460.48302361],5
1702,372,[552.49355241 223.21852952],3
1703,372,[828.4906484  195.03039693],10
1704,372,[374.0634568  322.64138485],17
1705,372,[524.43608325 166.3023771 ],23
1706,373,[677.53922859 458.41081127],5
1707,373,[553.25454867 222.07400299],3
1708,373,[833.00158918 175.95615039],10
1709,373,[373.37436831 323.07020403],17
1710,373,[524.34107186 168.12880553],23
1711,374,[674.72616851 459.73177303],5
1712,374,[550.30323259 217.92741303],3
1713,374,[837.91433299 163.34558037],10
1714,374,[372.73664354 323.28030754],17
1715,375,[668.36099002 459.99616112],5
1716,375,[545.26436618 218.02965528],3
1717,375,[843.1851817  155.18142592],10
1718,375,[375.60333204 320.6767587 ],17
1719,376,[661.93926402 459.63563494],5
1720,376,[539.35990567 215.12139364],3
1721,376,[846.54062933 148.41052311],10
1722,376,[388.22336107 300.51858508],17
1723,376,[481.04341971 220.8952567 ],23
1724,377,[660.51448775 459.60984402],5
1725,377,[541.78652344 208.40609719],3
1726,377,[851.15099689 142.5628808 ],10
1727,377,[415.49457969 273.16533725],17
1728,378,[660.70017675 460.19389591],5
1729,378,[533.43890306 202.91570095],3
1730,378,[854.84187113 142.02442862],10
1731,378,[439.14890954 261.68173576],17
1732,378,[481.73045194 198.48174799],23
1733,379,[661.49398991 458.69547617],5
1734,379,[529.70773528 195.2061553 ],3
1735,379,[854.38681037 143.6047891 ],10
1736,379,[453.75868284 251.03669018],17
1737,380,[660.90018855 456.90919152],5
1738,380,[532.35512184 195.19241339],3
1739,380,[857.62982523 146.48773375],10
1740,380,[461.11073015 252.24648523],17
1741,381,[663.42393314 455.51338627],5
1742,381,[534.95840733 194.80904811],3
1743,381,[861.55171622 150.35451363],10
1744,381,[472.49678733 260.246423  ],17
1745,381,[482.31978624 199.46115728],23
1746,382,[665.81679657 452.08715053],5
1747,382,[533.97759833 188.29214026],3
1748,382,[866.73010491 154.45090859],10
1749,382,[480.48196527 250.8219166 ],17
1750,383,[667.19618165 450.70926648],5
1751,383,[865.10269743 157.02976987],10
1752,383,[482.40193609 263.60806115],17
1753,383,[482.51261975 200.97360131],23
1754,384,[669.43103039 448.82992577],5
1755,384,[871.33814855 158.88765836],10
1756,384,[484.62361971 258.91877839],17
1757,385,[670.25944332 446.8728732 ],5
1758,385,[874.89005634 159.30638772],10
1759,385,[486.20400895 259.95989787],17
1760,386,[670.49050091 446.59686455],5
1761,386,[875.31022204 158.69159617],10
1762,386,[483.76192986 258.85068505],17
1763,387,[669.29458725 446.1996547 ],5
1764,387,[872.98361744 158.55780763],10
1765,387,[476.12028457 253.13750189],17
1766,388,[669.65496454 446.19249711],5
1767,388,[875.11541469 161.00176607],10
1768,388,[472.20686746 254.8187721 ],17
1769,388,[520.16962763 198.90692886],3
1770,389,[672.77980111 439.84428572],5
1771,389,[873.56560939 163.13219513],10
1772,389,[468.09917888 267.71987999],17
1773,389,[482.47974863 192.75187754],23
1774,390,[676.83259587 434.08109004],5
1775,390,[868.91315419 164.02864599],10
1776,390,[466.8712347  274.60803271],17
1777,390,[483.90967047 186.29866534],23
1778,391,[679.49863151 432.10579647],5
1779,391,[864.62419589 166.31041011],10
1780,391,[465.09140427 264.56594017],17
1781,391,[518.87543373 205.06534659],3
1782,392,[681.80990676 431.2206566 ],5
1783,392,[862.42251688 168.15937045],10
1784,392,[452.92401631 278.0571242 ],17
1785,392,[515.83746507 206.15688997],3
1786,393,[683.76231839 431.52290467],5
1787,393,[859.98304975 170.42439069],10
1788,393,[457.71443036 259.46636589],17
1789,393,[515.72955823 208.10323961],3
1790,394,[682.45847707 432.34995236],5
1791,394,[856.00007639 172.77263321],10
1792,394,[459.51364509 246.74443898],17
1793,394,[515.55085737 204.54638818],3
1794,395,[675.56773573 435.43782037],5
1795,395,[852.29974809 172.59356184],10
1796,395,[432.97380748 251.77479447],17
1797,395,[515.75677022 205.4547624 ],3
1798,396,[669.18217259 441.6900157 ],5
1799,396,[851.99646364 170.98779072],10
1800,396,[418.55837315 296.22183468],17
1801,396,[521.34795187 199.17869454],3
1802,397,[666.61775619 437.64071652],5
1803,397,[852.6519093 170.221665 ],10
1804,397,[400.87714831 317.43765317],17
1805,397,[522.98568276 190.79872339],3
1806,397,[462.51652793 244.78530172],23
1807,398,[665.35772516 435.88830199],5
1808,398,[852.21648082 171.36524177],10
1809,398,[391.44060291 326.34079002],17
1810,398,[525.56531445 186.79555195],3
1811,399,[664.31564955 433.45827166],5
1812,399,[852.05812885 172.18288761],10
1813,399,[386.72589978 328.31129381],17
1814,399,[525.83823367 184.3986157 ],3
1815,400,[664.21248836 431.75345719],5
1816,400,[854.42092987 175.13044679],10
1817,400,[380.67048915 330.48667596],17
1818,400,[529.51536763 180.74497858],3
1819,401,[665.30248662 431.66071312],5
1820,401,[855.92986099 178.63138343],10
1821,401,[372.97998993 332.52232053],17
1822,401,[531.84584093 174.88827744],3
1823,402,[666.08298121 433.38000645],5
1824,402,[855.92914509 180.63329532],10
1825,402,[369.15345853 333.20262345],17
1826,402,[533.13458864 174.92282482],3
1827,403,[666.6822421  434.59011515],5
1828,403,[855.31916234 179.84581613],10
1829,403,[366.85293742 334.92714041],17
1830,403,[534.44824492 175.29105918],3
1831,404,[667.23827964 434.82113633],5
1832,404,[855.34961002 179.3866588 ],10
1833,404,[365.43355482 336.68740454],17
1834,404,[535.0989834 174.7407746],3
1835,405,[670.37900121 435.76738887],5
1836,405,[854.91332145 179.01466264],10
1837,405,[367.32025547 336.8508096 ],17
1838,405,[535.99092406 177.92975336],3
1839,406,[675.5728371  436.05578017],5
1840,406,[855.151385   180.11700072],10
1841,406,[368.25323816 336.5294768 ],17
1842,406,[535.92557092 180.28585368],3
1843,407,[675.86984645 436.7364141 ],5
1844,407,[855.5284456  181.60846936],10
1845,407,[367.76108813 335.04343874],17
1846,407,[536.63732415 182.33534354],3
1847,408,[676.73170055 436.42168613],5
1848,408,[855.9494152 183.2411469],10
1849,408,[366.49420226 335.87381737],17
1850,408,[537.67647483 182.32816746],3
1851,409,[676.49860009 436.06968965],5
1852,409,[856.21202495 183.97585804],10
1853,409,[365.81984055 336.48814804],17
1854,409,[537.57401526 183.28731549],3
1855,410,[678.68717603 436.84945036],5
1856,410,[854.04603801 182.1042    ],10
1857,410,[363.23595165 336.65736337],17
1858,410,[536.71450282 182.01705729],3
1859,411,[678.88874686 436.44473214],5
1860,411,[852.21451228 182.24204138],10
1861,411,[361.96490493 339.01308924],17
1862,411,[533.50824208 170.76469719],3
1863,412,[678.78541329 434.93854414],5
1864,412,[851.31599444 184.28581031],10
1865,412,[362.34028361 341.49203407],17
1866,412,[527.64252534 166.13720475],3
1867,413,[678.10787352 434.29392664],5
1868,413,[852.38393647 184.84847096],10
1869,413,[361.12720664 341.71639309],17
1870,413,[522.33663038 167.08021309],3
1871,414,[676.16485018 435.12214188],5
1872,414,[852.7036551  186.17872592],10
1873,414,[360.2723989  340.40001531],17
1874,414,[519.83327133 167.22679027],3
1875,415,[676.48298547 436.46708835],5
1876,415,[852.05784645 186.46331864],10
1877,415,[363.84698855 322.3838786 ],17
1878,415,[517.20548107 161.57600486],3
1879,416,[677.8441985  433.38224643],5
1880,416,[851.97865688 185.96545636],10
1881,416,[512.71976264 137.10529606],3
1882,416,[416.20450384 267.09984681],23
1883,417,[676.37409308 431.19334791],5
1884,417,[851.92340888 185.9236743 ],10
1885,417,[508.70198945 122.31927806],3
1886,417,[438.39245988 271.12473937],23
1887,418,[675.56515999 432.3586979 ],5
1888,418,[853.66758289 187.5387142 ],10
1889,418,[502.88223417 108.08697463],3
1890,418,[456.86226236 274.42995082],23
1891,419,[672.33446689 434.85424863],5
1892,419,[854.8026511  188.93023276],10
1893,419,[497.91895219  99.46435572],3
1894,419,[469.99298631 274.66588704],23
1895,420,[670.96293425 435.60696107],5
1896,420,[854.54003427 189.01180182],10
1897,420,[494.46094587  97.25169304],3
1898,420,[479.1613945  272.45206244],23
1899,421,[668.66970935 436.43963759],5
1900,421,[854.21500127 186.02362901],10
1901,421,[493.15091771  97.29546763],3
1902,421,[480.94519371 270.62705191],23
1903,422,[668.96974327 437.48688388],5
1904,422,[856.8331447  182.75107117],10
1905,422,[492.72781345  96.68740498],3
1906,422,[482.92504884 269.63087965],23
1907,423,[670.2657995  437.59456116],5
1908,423,[855.96506988 180.3651177 ],10
1909,423,[492.4650105   96.67975094],3
1910,423,[484.11089314 266.44307763],23
1911,424,[671.25891918 436.64990711],5
1912,424,[856.06120946 178.71190415],10
1913,424,[492.75442624  96.02738974],3
1914,424,[484.91805589 262.98831883],23
1915,425,[670.98286225 435.07405332],5
1916,425,[854.6503226  178.00796714],10
1917,425,[494.32814064  94.49155053],3
1918,425,[470.24961089 259.42482944],23
1919,426,[672.45657963 433.61883368],5
1920,426,[854.89022844 178.52909016],10
1921,426,[496.61396071  95.60471902],3
1922,426,[279.08801593 196.28319972],17
1923,427,[672.39308284 432.81686365],5
1924,427,[854.92007128 179.15796891],10
1925,427,[499.46547507  95.70058131],3
1926,427,[292.69630482 183.85628428],17
1927,428,[670.4534074  431.84311557],5
1928,428,[854.68433061 180.40530071],10
1929,428,[498.62064215  96.43471866],3
1930,428,[258.68410746 180.22726576],17
1931,429,[669.12417728 433.47774848],5
1932,429,[856.90828365 179.09511018],10
1933,429,[495.30540822  98.94191159],3
1934,429,[252.81853057 244.77164301],17
1935,430,[667.89333899 435.67218217],5
1936,430,[857.04901157 178.99656235],10
1937,430,[492.85404481  99.30255787],3
1938,430,[246.78593676 307.61447976],17
1939,431,[667.72555484 434.89549594],5
1940,431,[854.55310813 183.65731704],10
1941,431,[493.71436132  99.99331922],3
1942,431,[227.12966392 328.06424488],17
1943,431,[390.05319699 286.80997094],23
1944,432,[669.1649205  435.34611843],5
1945,432,[848.92640779 187.33719843],10
1946,432,[495.19441582 101.85723501],3
1947,432,[164.77781294 279.59394991],17
1948,432,[385.18628541 276.44498568],23
1949,433,[670.14069709 435.35584621],5
1950,433,[842.39267249 184.33511028],10
1951,433,[495.37513743 103.12154457],3
1952,433,[124.43144055 272.24617115],17
1953,433,[383.78648643 273.34047217],23
1954,434,[670.91307127 435.68416713],5
1955,434,[841.67866294 181.71146978],10
1956,434,[497.01225177 107.80347029],3
1957,434,[116.61645442 277.39314627],17
1958,434,[378.73114019 270.46712255],23
1959,435,[672.42498603 439.18980106],5
1960,435,[831.26494168 185.6281656 ],10
1961,435,[496.3188781  113.94086539],3
1962,435,[105.66389351 284.25772308],17
1963,436,[672.02718669 440.97076477],5
1964,436,[827.59882978 183.58899267],10
1965,436,[493.355874   113.75799595],3
1966,436,[103.33719163 298.78059149],17
1967,437,[671.42413443 441.6301448 ],5
1968,437,[826.80863668 188.31788194],10
1969,437,[495.79673767 116.52423014],3
1970,437,[ 99.74071587 277.94089974],17
1971,438,[671.30700325 441.66109604],5
1972,438,[828.50409946 184.83388125],10
1973,438,[498.57456403 120.19959137],3
1974,438,[ 88.20872175 233.41488044],17
1975,439,[669.63231813 441.52829596],5
1976,439,[830.28555419 182.04612487],10
1977,439,[498.48848716 120.10315358],3
1978,440,[668.30081971 441.91805528],5
1979,440,[829.34243434 178.813068  ],10
1980,440,[500.17658219 120.56650774],3
1981,440,[384.91597136 267.46148644],23
1982,441,[666.55816672 437.03347395],5
1983,441,[828.26283749 177.96756664],10
1984,441,[500.02534582 117.88261105],3
1985,441,[128.19679858 132.36420419],17
1986,442,[665.95071049 434.7034767 ],5
1987,442,[832.70947566 183.51015435],10
1988,442,[498.74985899 116.41752889],3
1989,442,[267.25637245 218.35405694],23
1990,443,[664.71124295 434.31049332],5
1991,443,[836.77290021 181.61654851],10
1992,443,[497.5816583  114.98404752],3
1993,443,[310.46791287 233.60705593],23
1994,444,[665.3317032  434.89739143],5
1995,444,[842.88181089 181.30274488],10
1996,444,[492.82349537 112.24815857],3
1997,444,[369.65557392 259.07061722],23
1998,445,[664.99881182 435.28230347],5
1999,445,[842.3341427  181.18436888],10
2000,445,[492.35187535 111.23545059],3
2001,445,[412.02538194 282.12401742],23
2002,446,[665.32494715 436.51607147],5
2003,446,[842.04899592 181.33505927],10
2004,446,[493.73944493 112.29135656],3
2005,446,[420.18749684 293.23856168],23
2006,447,[664.46167514 436.76537398],5
2007,447,[840.02134737 182.73829637],10
2008,447,[490.54665428 113.00846196],3
2009,447,[431.54702    300.57632671],23
2010,448,[661.49656665 440.91156524],5
2011,448,[839.46892978 183.52844992],10
2012,448,[489.39702275 115.33077292],3
2013,448,[432.13684389 303.19558053],23
2014,449,[659.63000198 442.23440707],5
2015,449,[837.29294994 183.55025408],10
2016,449,[490.45262658 118.6501116 ],3
2017,449,[428.96342111 302.86224544],23
2018,450,[658.21226793 444.17240494],5
2019,450,[835.17622795 183.61166714],10
2020,450,[490.08697595 121.14089473],3
2021,450,[430.69939202 303.06202939],23
2022,451,[655.41061027 445.93817049],5
2023,451,[834.08318587 183.5739016 ],10
2024,451,[486.61475114 120.43083167],3
2025,451,[431.55461811 301.56429675],23
2026,452,[654.46170521 444.38138664],5
2027,452,[832.21841919 185.01549597],10
2028,452,[483.62089298 121.59722068],3
2029,452,[425.18793527 300.86617541],23
2030,453,[655.37828475 444.13202784],5
2031,453,[831.69387693 190.86719714],10
2032,453,[484.19175486 119.64681254],3
2033,453,[421.3762335  303.85872839],23
2034,454,[654.62139251 445.02652924],5
2035,454,[829.94047624 194.44027837],10
2036,454,[484.14865277 120.21136431],3
2037,454,[425.52569999 310.97350007],23
2038,455,[653.4484828  445.32554318],5
2039,455,[825.37607242 197.00298033],10
2040,455,[483.25921963 121.70442118],3
2041,455,[423.02784645 313.21100061],23
2042,456,[652.87341619 445.71426156],5
2043,456,[822.39296953 195.84944448],10
2044,456,[482.2951977  123.08857011],3
2045,456,[422.74897829 317.75409538],23
2046,457,[651.72141873 446.25484868],5
2047,457,[822.12602363 197.2309377 ],10
2048,457,[481.40742089 124.4404452 ],3
2049,457,[422.42559325 316.51566656],23
2050,458,[651.7210417  445.67817763],5
2051,458,[821.40332426 198.2835794 ],10
2052,458,[479.11074075 125.90208134],3
2053,458,[423.81852855 319.69242545],23
2054,459,[651.06637205 446.00437374],5
2055,459,[825.22832777 197.57996623],10
2056,459,[477.39502295 128.43895234],3
2057,459,[422.61275928 319.50961035],23
2058,460,[651.49606188 446.00941848],5
2059,460,[830.31265123 218.37919115],10
2060,460,[474.41920362 127.87140086],3
2061,460,[421.03524426 319.48304783],23
2062,460,[874.06574707 345.85694885],25
2063,461,[652.18350247 446.69444599],5
2064,461,[830.2448227  209.93231625],10
2065,461,[477.3208362  128.51638829],3
2066,461,[406.40676043 326.17760142],23
2067,461,[883.91302007 364.35020764],25
2068,462,[654.35191577 446.87351542],5
2069,462,[829.76653442 201.85733138],10
2070,462,[481.00528985 128.29115759],3
2071,462,[379.0106159  333.75618991],23
2072,463,[655.26058486 448.01446998],5
2073,463,[830.32174265 193.16326594],10
2074,463,[478.27305238 128.02441402],3
2075,463,[324.19497647 349.00254903],23
2076,464,[656.35682389 449.50688088],5
2077,464,[828.19740279 195.43156734],10
2078,464,[484.75721198 142.27167101],3
2079,464,[233.38411749 378.62741986],23
2080,465,[660.13166504 449.38565231],5
2081,465,[824.25031346 201.99303278],10
2082,465,[493.48399403 158.27743713],3
2083,465,[172.14348251 405.78457219],23
2084,465,[878.92724742 391.97908586],25
2085,466,[661.95790698 449.76711635],5
2086,466,[823.2765033 206.7596254],10
2087,466,[498.26057686 170.91420311],3
2088,466,[141.30758757 424.40262216],23
2089,466,[377.15221863 273.87161407],26
2090,467,[663.63187331 449.51062657],5
2091,467,[828.39025445 224.27303356],10
2092,467,[500.15329155 178.0154295 ],3
2093,467,[130.39603517 430.61819505],23
2094,467,[386.59532718 261.80454367],26
2095,467,[869.94280529 372.20321905],25
2096,468,[667.14759819 448.89848594],5
2097,468,[831.20254706 232.23288056],10
2098,468,[502.71501732 185.97560072],3
2099,468,[127.04608744 433.12963245],23
2100,468,[424.46308987 235.78620097],26
2101,468,[864.79556001 373.25773055],25
2102,469,[671.54416894 448.76671704],5
2103,469,[829.48200935 215.68649135],10
2104,469,[505.19964474 188.3791755 ],3
2105,469,[126.71443293 432.80372053],23
2106,469,[432.30199699 235.28713512],26
2107,470,[673.09273186 448.48473131],5
2108,470,[828.72028296 209.36361786],10
2109,470,[509.01861378 188.21112002],3
2110,470,[128.00327977 433.2309365 ],23
2111,470,[416.48612782 250.80806139],26
2112,470,[862.59832728 397.28020354],25
2113,471,[672.15908208 449.70859389],5
2114,471,[828.91196976 206.92884053],10
2115,471,[513.99805331 187.1806878 ],3
2116,471,[129.24483755 431.47821629],23
2117,471,[397.54686294 268.42143805],26
2118,472,[672.09278932 450.48356814],5
2119,472,[829.31473713 203.70329498],10
2120,472,[518.86792883 193.35852116],3
2121,472,[130.17943578 432.08576954],23
2122,473,[672.41893474 450.626853  ],5
2123,473,[831.36018852 222.39629212],10
2124,473,[524.22727259 201.50094722],3
2125,473,[132.34680861 432.41761365],23
2126,473,[865.4030897  391.53867303],25
