,x1,y1,x2,y2,s,l,frame
39,389.68902587890625,131.57618713378906,569.1250610351562,452.43048095703125,0.9569990634918213,3.0,5.0
40,467.03564453125,443.31597900390625,692.5455322265625,576.0,0.6420425176620483,3.0,5.0
41,549.2761840820312,190.32313537597656,894.5888061523438,502.408935546875,0.8843094706535339,0.0,6.0
42,462.1904602050781,201.8084259033203,588.3279418945312,445.74530029296875,0.9672005772590637,1.0,6.0
43,176.7296142578125,247.9063720703125,529.8638305664062,546.7891235351562,0.9998862743377686,3.0,6.0
44,623.4471435546875,196.1711883544922,1024.0,512.3167114257812,0.9988555908203125,3.0,6.0
45,452.964599609375,196.19802856445312,594.448974609375,444.2900695800781,0.9937596917152405,3.0,6.0
46,388.7754821777344,122.69482421875,570.3639526367188,449.74237060546875,0.9678202271461487,3.0,6.0
47,469.1368713378906,449.68988037109375,716.0010986328125,576.0,0.6923320293426514,3.0,6.0
48,585.4293212890625,172.6304473876953,997.3499755859375,488.3402099609375,0.8332934975624084,0.0,7.0
49,458.17626953125,202.43487548828125,590.550048828125,434.75201416015625,0.9526358246803284,1.0,7.0
50,173.53195190429688,250.4104766845703,530.7327880859375,546.4309692382812,0.9999141693115234,3.0,7.0
51,629.3858642578125,196.86764526367188,1024.0,512.2646484375,0.9992585778236389,3.0,7.0
52,449.48779296875,192.74200439453125,596.706787109375,433.45697021484375,0.9954727292060852,3.0,7.0
53,398.000732421875,120.5396728515625,572.7195434570312,448.99566650390625,0.9762539863586426,3.0,7.0
54,471.958740234375,439.2134094238281,704.7762451171875,576.0,0.8459121584892273,3.0,7.0
55,578.961669921875,171.20191955566406,997.995361328125,479.89404296875,0.8616978526115417,0.0,8.0
56,456.9957275390625,202.48504638671875,593.8712158203125,429.63189697265625,0.9575656056404114,1.0,8.0
57,172.04933166503906,251.62033081054688,528.9887084960938,546.1534423828125,0.9999294281005859,3.0,8.0
58,629.7496337890625,199.5991668701172,1024.0,512.0149536132812,0.9980531930923462,3.0,8.0
59,448.715087890625,195.97659301757812,600.7781982421875,430.7061462402344,0.997796893119812,3.0,8.0
60,404.4933166503906,119.56686401367188,574.24609375,447.2660827636719,0.9833343625068665,3.0,8.0
61,470.75677490234375,438.1116027832031,704.6482543945312,576.0,0.864168643951416,3.0,8.0
62,398.2789001464844,87.1694107055664,553.548583984375,286.49847412109375,0.5456441640853882,3.0,8.0
63,577.033203125,170.57778930664062,995.9578857421875,477.2740783691406,0.8532384037971497,0.0,9.0
64,459.591796875,203.17318725585938,594.200927734375,429.0627136230469,0.9699058532714844,1.0,9.0
65,174.21981811523438,253.28538513183594,527.4998779296875,544.6573486328125,0.9999676942825317,3.0,9.0
66,630.1298828125,203.5287628173828,1024.0,511.54541015625,0.998980700969696,3.0,9.0
67,452.3315734863281,198.99591064453125,599.903076171875,428.87237548828125,0.9963788390159607,3.0,9.0
68,409.0061340332031,124.64376831054688,576.1097412109375,441.7810363769531,0.9827916026115417,3.0,9.0
69,471.65936279296875,435.7517395019531,710.6659545898438,576.0,0.8250979781150818,3.0,9.0
70,391.9788818359375,71.4722900390625,541.9785766601562,273.64886474609375,0.7849985361099243,3.0,9.0
71,588.19921875,172.86460876464844,1000.2379150390625,467.2418212890625,0.7786359786987305,0.0,10.0
72,461.2264404296875,204.00717163085938,595.489013671875,426.9822692871094,0.9595788717269897,1.0,10.0
73,167.38580322265625,235.94029235839844,530.7115478515625,535.7434692382812,0.9999412298202515,3.0,10.0
74,629.6165161132812,205.2092742919922,1024.0,507.96649169921875,0.9990123510360718,3.0,10.0
75,456.5989990234375,202.19900512695312,600.3984375,426.5740051269531,0.9928146600723267,3.0,10.0
76,397.17877197265625,129.180908203125,575.4585571289062,441.82232666015625,0.9706892371177673,3.0,10.0
77,477.9175109863281,429.8724670410156,713.6446533203125,576.0,0.8742839097976685,3.0,10.0
78,605.210205078125,182.84902954101562,973.1827392578125,451.4438781738281,0.7589888572692871,0.0,11.0
79,461.78729248046875,200.06744384765625,594.6647338867188,428.1243896484375,0.9450404644012451,1.0,11.0
80,171.0399627685547,230.60467529296875,528.977294921875,533.7574462890625,0.9999681711196899,3.0,11.0
81,631.0416259765625,203.8584747314453,1024.0,511.48321533203125,0.9993534684181213,3.0,11.0
82,454.5867004394531,194.3773193359375,601.7061767578125,427.7791748046875,0.9969499707221985,3.0,11.0
83,403.38916015625,122.21539306640625,575.65673828125,438.37127685546875,0.9751131534576416,3.0,11.0
84,481.406005859375,430.0437316894531,710.677001953125,576.0,0.772320568561554,3.0,11.0
85,593.6759033203125,197.32070922851562,1021.596435546875,457.0432434082031,0.8283221125602722,0.0,12.0
86,466.15447998046875,196.89443969726562,597.0071411132812,425.1661682128906,0.9479436278343201,1.0,12.0
87,178.6316680908203,227.7178497314453,527.5081176757812,536.5477905273438,0.9999514818191528,3.0,12.0
88,629.0497436523438,196.42059326171875,1024.0,500.45123291015625,0.9984951019287109,3.0,12.0
89,458.28631591796875,189.60748291015625,603.0671997070312,424.93206787109375,0.9855683445930481,3.0,12.0
90,391.087646484375,121.72450256347656,574.4597778320312,431.59375,0.9609887003898621,3.0,12.0
91,480.7455139160156,428.75390625,710.813232421875,576.0,0.7095573544502258,3.0,12.0
92,598.167236328125,159.4159698486328,986.808837890625,464.31842041015625,0.8665091395378113,0.0,13.0
93,459.89044189453125,194.12063598632812,607.9658813476562,407.8713073730469,0.9240643382072449,1.0,13.0
94,497.7857360839844,199.5341339111328,574.8526000976562,422.90631103515625,0.5282324552536011,1.0,13.0
95,178.3612518310547,229.27268981933594,532.0374145507812,527.312255859375,0.9999806880950928,3.0,13.0
96,628.90625,181.3330841064453,1024.0,486.6824951171875,0.9984815716743469,3.0,13.0
97,455.33258056640625,182.57827758789062,605.3486938476562,416.9628601074219,0.9936829805374146,3.0,13.0
98,412.8467712402344,118.20364379882812,577.0623779296875,427.1964416503906,0.9498435854911804,3.0,13.0
99,479.1340637207031,423.6506042480469,709.661865234375,576.0,0.7864077091217041,3.0,13.0
100,589.51171875,155.88771057128906,1005.28076171875,468.07440185546875,0.8262614011764526,0.0,14.0
101,459.2622985839844,188.74130249023438,606.5230712890625,403.6969299316406,0.9506357908248901,1.0,14.0
102,177.20623779296875,238.93759155273438,532.64013671875,527.0064697265625,0.9999886751174927,3.0,14.0
103,631.8197631835938,176.28665161132812,1024.0,488.6171569824219,0.9983798265457153,3.0,14.0
104,453.6813659667969,174.28775024414062,603.7462768554688,411.4075622558594,0.9977434873580933,3.0,14.0
105,407.7927551269531,108.1044921875,572.02099609375,416.2923583984375,0.9747703075408936,3.0,14.0
106,477.1255798339844,423.73370361328125,693.518310546875,576.0,0.5698087215423584,3.0,14.0
107,576.060791015625,190.57046508789062,1024.0,449.2953796386719,0.8908187747001648,0.0,15.0
108,458.9066162109375,179.40206909179688,597.682373046875,410.2851867675781,0.924687922000885,1.0,15.0
109,178.31951904296875,242.7541046142578,530.3480834960938,525.3054809570312,0.9999856948852539,3.0,15.0
110,626.6532592773438,171.45521545410156,1024.0,478.8623046875,0.9989567995071411,3.0,15.0
111,451.4693908691406,172.4265899658203,602.957763671875,410.37786865234375,0.9987982511520386,3.0,15.0
112,410.35345458984375,105.28288269042969,568.8843383789062,419.32159423828125,0.9475530982017517,3.0,15.0
113,486.2542419433594,420.57781982421875,709.6192016601562,576.0,0.7831928730010986,3.0,15.0
114,563.6449584960938,187.61570739746094,1017.3515014648438,447.9005126953125,0.8692820072174072,0.0,16.0
115,462.2845153808594,179.27328491210938,597.0171508789062,412.4836730957031,0.958219587802887,1.0,16.0
116,177.0718994140625,247.92308044433594,529.8518676757812,523.7319946289062,0.9999852180480957,3.0,16.0
117,625.767333984375,169.0800018310547,1024.0,483.4962158203125,0.9993576407432556,3.0,16.0
118,452.57171630859375,174.10708618164062,604.7171020507812,413.1212463378906,0.9989187717437744,3.0,16.0
119,483.0249938964844,418.2189636230469,711.6728515625,576.0,0.9007267951965332,3.0,16.0
120,561.2630004882812,182.95034790039062,1013.7454223632812,449.3680725097656,0.8879787921905518,0.0,17.0
121,464.69915771484375,174.02772521972656,595.2085571289062,416.73419189453125,0.9293966889381409,1.0,17.0
122,176.10887145996094,233.2123260498047,539.0790405273438,517.6382446289062,0.9999325275421143,3.0,17.0
123,628.055908203125,158.77508544921875,1024.0,477.421875,0.999510645866394,3.0,17.0
124,454.82891845703125,170.50326538085938,601.8451538085938,415.3688049316406,0.9955431818962097,3.0,17.0
125,387.75347900390625,118.04287719726562,579.9328002929688,415.2680969238281,0.9563165307044983,3.0,17.0
126,488.0631103515625,415.28704833984375,717.2613525390625,576.0,0.9105085134506226,3.0,17.0
127,285.00262451171875,137.72230529785156,563.7700805664062,461.5927734375,0.5693344473838806,3.0,17.0
128,585.2647705078125,185.9159698486328,1024.0,447.87060546875,0.7503429055213928,0.0,18.0
129,469.2083740234375,171.65821838378906,593.248046875,420.70782470703125,0.914076030254364,1.0,18.0
130,176.0373077392578,224.84622192382812,536.19921875,518.35546875,0.9999198913574219,3.0,18.0
131,631.3123779296875,165.30836486816406,1024.0,485.477294921875,0.9995660185813904,3.0,18.0
132,457.0474853515625,168.49703979492188,599.563232421875,415.3125305175781,0.9913260340690613,3.0,18.0
133,387.92120361328125,115.90774536132812,577.530517578125,411.8756408691406,0.9615626335144043,3.0,18.0
134,492.109130859375,412.8573303222656,724.980712890625,576.0,0.8951001167297363,3.0,18.0
135,274.7418212890625,119.78761291503906,541.73681640625,478.27508544921875,0.6972596645355225,3.0,18.0
136,586.6893310546875,162.81150817871094,953.697998046875,442.12371826171875,0.7371740341186523,0.0,19.0
137,470.9992370605469,167.25001525878906,595.116455078125,423.41192626953125,0.9151260256767273,1.0,19.0
138,179.45455932617188,223.61141967773438,534.1864013671875,518.0638427734375,0.9999417066574097,3.0,19.0
139,630.5816650390625,171.95358276367188,1024.0,470.3728332519531,0.999771773815155,3.0,19.0
140,456.9443359375,162.66204833984375,601.2552490234375,413.87445068359375,0.9939900636672974,3.0,19.0
141,392.2919921875,111.4820556640625,583.9065551757812,401.92236328125,0.9549948573112488,3.0,19.0
142,477.622802734375,408.2611083984375,753.5411376953125,570.9953002929688,0.8841207027435303,3.0,19.0
143,605.85107421875,142.66676330566406,1020.0404052734375,458.1121826171875,0.8678083419799805,0.0,20.0
144,475.61572265625,162.3833465576172,600.675537109375,435.458984375,0.8963164687156677,1.0,20.0
145,182.87527465820312,218.73365783691406,537.1064453125,515.7132568359375,0.9999556541442871,3.0,20.0
146,628.1018676757812,162.23159790039062,1024.0,464.2467956542969,0.9998408555984497,3.0,20.0
147,458.29656982421875,159.7078857421875,605.8297729492188,413.46142578125,0.9694087505340576,3.0,20.0
148,471.1119384765625,410.6176452636719,750.15771484375,576.0,0.9612033367156982,3.0,20.0
149,387.1436767578125,104.89878845214844,579.8202514648438,405.59039306640625,0.9015973806381226,3.0,20.0
150,299.04180908203125,166.71556091308594,573.0997314453125,489.77838134765625,0.572635293006897,3.0,20.0
151,594.4971313476562,163.94557189941406,942.3688354492188,440.0467529296875,0.7959635257720947,0.0,21.0
152,475.4692077636719,159.68186950683594,599.9127807617188,437.26165771484375,0.8576100468635559,1.0,21.0
153,186.98097229003906,223.53225708007812,541.3333740234375,514.8760986328125,0.9999377727508545,3.0,21.0
154,627.386962890625,163.07615661621094,1024.0,459.25823974609375,0.999914288520813,3.0,21.0
155,469.97393798828125,409.7349853515625,751.5299682617188,576.0,0.9870629906654358,3.0,21.0
156,376.5635681152344,82.92951965332031,579.588134765625,412.46612548828125,0.952008843421936,3.0,21.0
157,459.2904357910156,157.46401977539062,605.7857666015625,415.3948059082031,0.9452571272850037,3.0,21.0
158,274.2822570800781,111.65147399902344,556.6416015625,480.49639892578125,0.915770411491394,3.0,21.0
159,589.5233154296875,155.50917053222656,948.236083984375,443.42169189453125,0.7988599538803101,0.0,22.0
160,474.1997375488281,159.71945190429688,593.7337036132812,424.1631774902344,0.8216260671615601,1.0,22.0
161,183.93482971191406,233.47328186035156,535.6912841796875,512.8370361328125,0.9999544620513916,3.0,22.0
162,626.0626831054688,154.530517578125,1024.0,461.51690673828125,0.999909520149231,3.0,22.0
163,470.69775390625,408.99273681640625,752.0013427734375,573.7952270507812,0.9798886179924011,3.0,22.0
164,459.5006408691406,149.923583984375,604.1419067382812,420.9400634765625,0.9601930975914001,3.0,22.0
165,386.19256591796875,88.32206726074219,579.8226928710938,411.1396484375,0.9572244882583618,3.0,22.0
166,275.2475280761719,123.94407653808594,547.8111572265625,482.72344970703125,0.6100903153419495,3.0,22.0
167,582.7393798828125,160.07412719726562,940.26171875,443.7204895019531,0.8960241079330444,0.0,23.0
168,473.59442138671875,161.3531036376953,600.7396850585938,439.63189697265625,0.7914875745773315,1.0,23.0
169,892.1073608398438,75.77714538574219,1009.3151245117188,201.00645446777344,0.5521028637886047,2.0,23.0
170,482.8862609863281,166.13723754882812,601.1466064453125,451.9731750488281,0.5008677244186401,2.0,23.0
171,190.6981658935547,232.08209228515625,533.3695068359375,511.5655517578125,0.999982476234436,3.0,23.0
172,624.9262084960938,160.53125,1024.0,458.30438232421875,0.999832034111023,3.0,23.0
173,459.12420654296875,158.06199645996094,606.7050170898438,417.03076171875,0.9781221151351929,3.0,23.0
174,465.111572265625,409.237060546875,749.4173583984375,569.5859375,0.9777920246124268,3.0,23.0
175,385.8150939941406,88.25422668457031,580.0701904296875,412.9613037109375,0.9449357986450195,3.0,23.0
176,572.9744262695312,158.97738647460938,915.0180053710938,450.9673156738281,0.9279077649116516,0.0,24.0
177,477.15899658203125,165.46975708007812,603.1589965820312,434.2498474121094,0.7128303050994873,1.0,24.0
178,877.2205200195312,61.97544860839844,1010.1295776367188,198.44728088378906,0.6881757974624634,2.0,24.0
179,485.805908203125,168.53390502929688,603.2396240234375,444.5351867675781,0.5404331088066101,2.0,24.0
180,191.53631591796875,224.06195068359375,536.1723022460938,511.593017578125,0.9999785423278809,3.0,24.0
181,628.2086791992188,160.65713500976562,1024.0,453.7199401855469,0.9997454285621643,3.0,24.0
182,460.6438903808594,408.5655822753906,748.3980712890625,571.232177734375,0.9852544069290161,3.0,24.0
183,463.30279541015625,158.93499755859375,607.7178344726562,411.53985595703125,0.9723586440086365,3.0,24.0
184,384.90753173828125,82.35546875,575.940185546875,410.82379150390625,0.9388849139213562,3.0,24.0
185,586.286865234375,151.8565673828125,912.5467529296875,453.00830078125,0.8923007845878601,0.0,25.0
186,474.56793212890625,168.7608642578125,607.0755004882812,424.270751953125,0.6452873945236206,1.0,25.0
187,486.79632568359375,174.36224365234375,602.7966918945312,433.9971923828125,0.6656319499015808,2.0,25.0
188,190.37942504882812,226.03550720214844,538.01025390625,510.4503173828125,0.9999701976776123,3.0,25.0
189,629.839111328125,156.6922607421875,1024.0,455.29766845703125,0.9997631907463074,3.0,25.0
190,462.418701171875,410.31622314453125,749.9395751953125,572.1577758789062,0.9891531467437744,3.0,25.0
191,463.319580078125,162.27932739257812,610.8721923828125,406.5002746582031,0.9802789688110352,3.0,25.0
192,382.1480407714844,85.47665405273438,575.7719116210938,405.4192810058594,0.9412335157394409,3.0,25.0
193,611.0091552734375,124.89494323730469,996.38525390625,418.69122314453125,0.8460016250610352,0.0,26.0
194,468.63104248046875,178.38650512695312,610.0680541992188,396.1952209472656,0.632194995880127,1.0,26.0
195,487.3426818847656,179.65869140625,599.60546875,448.65045166015625,0.6207292675971985,2.0,26.0
196,194.27122497558594,234.74160766601562,541.9954223632812,510.1641540527344,0.9999740123748779,3.0,26.0
197,629.1491088867188,149.22262573242188,1024.0,455.8302307128906,0.9998095631599426,3.0,26.0
198,463.72918701171875,166.5331268310547,608.8679809570312,403.84002685546875,0.9847070574760437,3.0,26.0
199,468.759521484375,411.464111328125,752.191162109375,570.6044921875,0.9560129046440125,3.0,26.0
200,388.3262023925781,88.36393737792969,572.608642578125,397.09112548828125,0.9474481344223022,3.0,26.0
201,598.2373046875,119.97950744628906,1024.0,432.99139404296875,0.7883138656616211,0.0,27.0
202,474.4709777832031,174.7102813720703,606.00732421875,405.2769775390625,0.5364914536476135,1.0,27.0
203,489.8912353515625,177.86807250976562,601.318115234375,451.3545837402344,0.6991394758224487,2.0,27.0
204,193.79811096191406,227.83934020996094,541.953125,510.42767333984375,0.9999731779098511,3.0,27.0
205,629.7872314453125,154.53292846679688,1024.0,457.0185852050781,0.9997642636299133,3.0,27.0
206,465.1761779785156,168.853759765625,610.013427734375,404.2750244140625,0.980789840221405,3.0,27.0
207,466.5984191894531,412.4681396484375,751.9049072265625,569.972412109375,0.9692453145980835,3.0,27.0
208,382.9459533691406,90.51445007324219,575.032470703125,398.9859619140625,0.9365465641021729,3.0,27.0
209,596.4840087890625,122.77854919433594,1024.0,431.8406982421875,0.8822468519210815,0.0,28.0
210,481.554931640625,167.4509735107422,604.3524169921875,438.18182373046875,0.5678507685661316,1.0,28.0
211,190.4983673095703,228.20138549804688,541.6073608398438,511.1462707519531,0.999970555305481,3.0,28.0
212,623.6014404296875,158.90240478515625,1024.0,457.75146484375,0.9996925592422485,3.0,28.0
213,462.0934753417969,166.3453369140625,611.6774291992188,403.62982177734375,0.987127423286438,3.0,28.0
214,464.63006591796875,410.5953674316406,753.6820678710938,569.329345703125,0.9565243124961853,3.0,28.0
215,393.5238037109375,87.20652770996094,575.6649169921875,401.50091552734375,0.9250754117965698,3.0,28.0
216,579.8829345703125,161.0142364501953,933.068115234375,449.98834228515625,0.8928281664848328,0.0,29.0
217,474.9147644042969,170.35301208496094,607.76123046875,425.21954345703125,0.6499025225639343,1.0,29.0
218,487.03369140625,169.3871307373047,604.3250732421875,462.68212890625,0.5784512162208557,2.0,29.0
219,190.48793029785156,223.4631805419922,541.7635498046875,511.95904541015625,0.9999610185623169,3.0,29.0
220,623.500732421875,161.42239379882812,1024.0,458.1375427246094,0.99982088804245,3.0,29.0
221,465.51434326171875,166.3058624267578,608.9240112304688,408.091064453125,0.9834873080253601,3.0,29.0
222,396.8551025390625,88.096435546875,575.9591064453125,405.35540771484375,0.9449285864830017,3.0,29.0
223,505.77020263671875,409.12469482421875,732.1110229492188,576.0,0.936133623123169,3.0,29.0
224,605.144775390625,151.2081298828125,1024.0,445.11260986328125,0.7915400862693787,0.0,30.0
225,471.9430847167969,172.57957458496094,605.330322265625,405.93505859375,0.6129308938980103,1.0,30.0
226,481.73846435546875,169.77926635742188,601.0416870117188,439.9909973144531,0.5544708371162415,2.0,30.0
227,189.60032653808594,223.7109832763672,542.2730102539062,512.84765625,0.9999622106552124,3.0,30.0
228,623.1060180664062,168.5078887939453,1024.0,456.83917236328125,0.999777615070343,3.0,30.0
229,462.08154296875,162.42556762695312,608.9002685546875,406.2101135253906,0.9940746426582336,3.0,30.0
230,465.3895568847656,412.11260986328125,751.2264404296875,567.997314453125,0.9565876722335815,3.0,30.0
231,399.73260498046875,89.93154907226562,578.9158325195312,403.4943542480469,0.9290003180503845,3.0,30.0
232,602.9578247070312,150.28846740722656,1024.0,449.30218505859375,0.8016522526741028,0.0,31.0
233,469.8135070800781,168.46209716796875,608.207763671875,421.81451416015625,0.6417185664176941,1.0,31.0
234,906.5460815429688,67.27619171142578,1002.5062866210938,202.29144287109375,0.5686991214752197,2.0,31.0
235,190.02359008789062,222.33262634277344,544.87109375,513.3798828125,0.999936580657959,3.0,31.0
236,621.2449340820312,169.7093505859375,1024.0,457.17071533203125,0.9998716115951538,3.0,31.0
237,461.3735046386719,159.21270751953125,608.3201293945312,408.2950439453125,0.9940667152404785,3.0,31.0
238,400.6484375,82.8743896484375,579.2216186523438,408.3166809082031,0.9478661417961121,3.0,31.0
239,467.18218994140625,411.6910400390625,749.5026245117188,568.1732788085938,0.9302100539207458,3.0,31.0
240,591.5205688476562,161.2028350830078,947.8720092773438,448.0906982421875,0.7790735960006714,0.0,32.0
241,510.0151062011719,175.42262268066406,592.7494506835938,409.30908203125,0.7436550855636597,1.0,32.0
242,623.9338989257812,171.1471710205078,1024.0,457.83807373046875,0.9998770952224731,3.0,32.0
243,191.05929565429688,218.615234375,545.5052490234375,512.2938232421875,0.9998666048049927,3.0,32.0
244,464.04156494140625,163.81524658203125,610.0305786132812,406.021728515625,0.994449257850647,3.0,32.0
245,389.9115905761719,88.52691650390625,576.6282348632812,403.18109130859375,0.9321341514587402,3.0,32.0
246,504.3822326660156,409.84857177734375,736.8800048828125,576.0,0.8879334330558777,3.0,32.0
247,619.6903686523438,145.43862915039062,1024.0,455.7689514160156,0.7021917700767517,0.0,33.0
248,509.4401550292969,175.138916015625,593.8073120117188,408.483642578125,0.6743499040603638,1.0,33.0
249,198.13693237304688,218.58929443359375,546.7186279296875,512.774169921875,0.9998992681503296,3.0,33.0
250,633.1934814453125,160.81842041015625,1024.0,459.98175048828125,0.9997604489326477,3.0,33.0
251,463.35333251953125,163.4428253173828,609.9086303710938,402.68585205078125,0.9910852313041687,3.0,33.0
252,506.37335205078125,409.6736755371094,730.6427612304688,576.0,0.9741738438606262,3.0,33.0
253,400.9537353515625,86.67486572265625,571.8203125,415.9022216796875,0.8757629990577698,3.0,33.0
254,280.02703857421875,122.30270385742188,580.0014038085938,466.8240661621094,0.5105698704719543,3.0,33.0
255,617.6638793945312,146.68807983398438,1021.8604125976562,458.0906066894531,0.7662258148193359,0.0,34.0
256,481.4608154296875,171.81381225585938,602.18359375,427.5389099121094,0.6348811388015747,1.0,34.0
257,197.75946044921875,219.58155822753906,544.9231567382812,512.6744384765625,0.999936580657959,3.0,34.0
258,632.5318603515625,163.80438232421875,1024.0,464.051025390625,0.9997078776359558,3.0,34.0
259,460.7437438964844,165.2353515625,609.7725830078125,401.01971435546875,0.9938591122627258,3.0,34.0
260,505.7430419921875,411.2666015625,731.9766845703125,576.0,0.9531075954437256,3.0,34.0
261,401.5481872558594,85.89987182617188,573.1441650390625,414.0208435058594,0.916735053062439,3.0,34.0
262,283.0959167480469,121.77314758300781,581.6988525390625,464.79119873046875,0.5201457142829895,3.0,34.0
263,585.7611083984375,148.91664123535156,958.1396484375,454.662841796875,0.88975989818573,0.0,35.0
264,480.5653991699219,172.8782196044922,603.1160888671875,430.91558837890625,0.7699260711669922,1.0,35.0
265,198.24993896484375,221.6028594970703,543.736083984375,513.9412231445312,0.9999512434005737,3.0,35.0
266,622.708251953125,172.1426544189453,1024.0,466.79180908203125,0.999664306640625,3.0,35.0
267,462.05987548828125,164.9951171875,609.5148315429688,405.00335693359375,0.9935246706008911,3.0,35.0
268,391.2611389160156,98.68812561035156,571.6251831054688,397.313720703125,0.9152711033821106,3.0,35.0
269,507.8159484863281,412.698974609375,732.920166015625,576.0,0.8665876388549805,3.0,35.0
270,600.0263671875,160.47772216796875,1016.5672607421875,456.66180419921875,0.872422993183136,0.0,36.0
271,467.749755859375,170.29733276367188,608.9921875,415.0693664550781,0.7483072280883789,1.0,36.0
272,195.96438598632812,220.38217163085938,545.302978515625,515.9671630859375,0.9999358654022217,3.0,36.0
273,619.644287109375,182.2825927734375,1024.0,465.91064453125,0.9997279047966003,3.0,36.0
274,461.3714904785156,161.93621826171875,608.947021484375,407.2955322265625,0.9885050654411316,3.0,36.0
275,507.61602783203125,415.9393310546875,732.9561157226562,576.0,0.8893404603004456,3.0,36.0
276,391.3138122558594,110.32675170898438,582.3740844726562,408.8517761230469,0.8853170275688171,3.0,36.0
277,605.0679321289062,154.52622985839844,1023.8203735351562,454.339111328125,0.9257060289382935,0.0,37.0
278,484.0008544921875,169.54275512695312,603.1051025390625,438.4240417480469,0.7229655385017395,1.0,37.0
279,196.4072265625,218.28941345214844,544.461181640625,515.7194213867188,0.9999158382415771,3.0,37.0
280,619.695556640625,174.23806762695312,1024.0,468.0655822753906,0.9995798468589783,3.0,37.0
281,466.89422607421875,165.598876953125,612.9420776367188,404.7733154296875,0.9842295050621033,3.0,37.0
282,381.6993713378906,113.84809875488281,582.980712890625,407.0645751953125,0.8742594122886658,3.0,37.0
